"","news_title","news_date","news_press","news_url","news_content"
"52","◇오늘의 경기(16일)"," 2021.10.16. ","연합뉴스","https://sports.news.naver.com/news.nhn?oid=001&aid=0012725845","◆16일(토)    △프로야구= 키움-삼성(14시·더블헤더·대구) KIA-두산(잠실) 한화-kt(수원) LG-NC(창원) SSG-롯데(부산·이상 17시)    △프로농구= 인삼공사-현대모비스(안양체육관) 오리온-한국가스공사(고양체육관·이상 14시) 삼성-kt(18시·잠실실내체육관)    △프로배구= 대한항공-우리카드(14시·인천계양체육관) GS칼텍스-흥국생명(16시·서울장충체육관)          △골프= KLPGA 투어 동부건설·한국토지신탁 챔피언십(익산CC)    △프로축구2부= 충남아산-대전(16시·이순신종합운동장) 경남-안산(18시30분·창원축구센터)            △브레이킹= 2021 브레이킹K 시리즈 2차 대회(13시·SBS 프리즘타워)    (서울=연합뉴스)기사제공 연합뉴스"
"53","무재배 속출+상위권 방망이 고민…시즌 80승 미달 우승팀 나온다 [엠스플 KBO]"," 2021.10.16. ","엠스플뉴스","https://sports.news.naver.com/news.nhn?oid=529&aid=0000060281","-상위권 하향 평준화 및 무승부 속출, 144경기 체제 최초 80승 미달 우승팀 나올까 	-상위 3팀 모두 마운드에 강점 있지만, 반대로 방망이에 허점이 있다	-KT는 베테랑 타자, LG는 젊고 빠른 좌타자, 삼성은 외국인 타자 피렐라에 희망 걸어야	-우리 팀이 가장 약하단 기묘한 우승 레이스 결말은 무엇일까 	최근 극심한 하향세에 빠진 KT의 고민거리는 단연 팀 타격 침체다. 강백호와 호잉을 제외하곤 집단 슬럼프에 빠진 흐름이다(사진=엠스플뉴스)	 [엠스플뉴스] 2015년 시즌 144경기 체제 시작 뒤 KBO리그 정규시즌 우승팀의 최종 승수는 80승을 무조건 넘겼다. 최근 6년 동안 가장 적은 승수로 우승한 팀은 2020시즌 시즌 83승(6무 55패)을 달성한 NC 다이노스다. 어떻게 보면 80승을 넘는단 의미는 정규시즌 우승팀의 자격을 얻는 것과 같았다.  하지만, 2021시즌 정규시즌 우승 레이스는 무언가 기묘하다. 자칫 시즌 80승을 달성하지 못한 팀이 정규시즌 우승을 차지할 수도 있단 전망이 나온다. 1위 KT WIZ는 12경기를 남긴 가운데 시즌 72승(8무 52패)을 기록했다. 잔여 경기에서 승률 5할 6승 6패를 기록할 경우 시즌 78승에 그친다.  2위 LG 트윈스(시즌 67승 9무 53패)도 시즌 80승에 도달하기 위해선 남은 15경기 가운데 무려 13승을 거둬야 한다. 3위 삼성 라이온즈(시즌 70승 8무 56패)도 남은 10경기 전승을 거둬야 시즌 80승에 도달한다.  	한 구단 관계자는 “이러다가 시즌 80승을 달성 못 한 팀이 정규시즌 우승을 차지할 수도 있지 않을까 싶다. 후반기 9이닝 무승부 제도 도입으로 무승부 숫자가 급격하게 증가하면서 상위권 팀들은 차라리 비겨도 좋다는 마인드로 경기에 임하는 분위기다. 또 올 시즌은 전반적으로 리그를 압도할 만한 전력을 보여주는 상위권 팀들이 없는 것도 특이점”이라고 바라봤다.  	- 타격 부진에 고꾸라진 KT, LG·삼성도 가만히 있다가 우승 레이스 합류 - 	2021시즌 상위 세 팀 사령탑 모두 방망이에 공통적인 고민을 느끼고 있다(사진=엠스플뉴스)	 우승 레이스가 시즌 막판 다시 불이 붙은 것도 KT의 극심한 부진에서 시작됐다. 불과 9월 중순까지만 해도 2위권과 5경기 차 이상으로 여유롭게 달려가던 KT는 최근 10경기 4승 2무 4패 부진으로 2위권과 3경기 차까지 좁혀지는 압박감을 느끼게 됐다.  하지만, 2위권에 있는 삼성과 LG도 맹렬한 추격 기세보단 KT의 극심한 부진 속에 타의로 우승 레이스에 참가한 그림이다. LG는 최근 10경기 4승 3무 3패, 삼성은 최근 10경기 5승 5패로 5할 승률에 가까운 흐름을 보여줬다. 상위권 팀 모두 한 팀이 압도적인 기세로 달려가는 분위기가 나오지 않았다.  정규시즌 우승을 다투는 세 팀의 팬 모두 ‘우리 팀이 가장 약하다’라는 인식이 팽배하다. 보통 정규시즌 우승팀은 다른 경쟁팀들을 압도할 만한 힘을 보여준다. 하지만, 2021년 정규시즌 우승 레이스는 무언가 기묘하다. 서로 우승할 자격이 부족하단 엄살이 쉽게 튀어나오는 분위기다. 그 이유는 세 팀 모두 타격이 아닌 마운드의 힘으로 우승 경쟁을 펼치는 팀들인 까닭이다.  KT와 삼성은 강력한 선발진, LG는 전원 필승조화가 가능한 탄탄한 불펜진을 앞세워 순위 경쟁을 펼치고 있다. 다만, 타격에선 세 팀 모두 우는소리를 할 수밖에 없다. 저마다의 방망이 고민이 묻어나오는 흐름이다.  	2021시즌 팀 타격 지표를 살펴보면 시즌 팀 타격 WAR(대체선수 대비 승리 기여도) 부문에서 LG(20.44), KT(20.04), 삼성(20.04)은 나란히 리그 5, 6, 7위에 올라 있다. 팀 OPS(출루율+장타율) 부문도 마찬가지다. 삼성(0.745), KT(0.740), LG(0.725)순으로 역시 리그 5, 6, 7위에 있다.  2020시즌 정규시즌 우승팀 NC는 그해 팀 타격 WAR 1위(32.73), 팀 OPS 1위(0.830)라는 압도적인 공격력을 보여줬다. 144경기 체제 뒤 6년 동안 팀 타격 WAR 혹은 팀 OPS 수치가 리그 4위 이하인 팀이 정규시즌 우승컵을 든 사례는 없었다. 어쩌면 2021시즌 정규시즌 우승팀이 소위 말하는 ‘물 방망이’로 우승하는 144경기 체제 첫 사례가 될 수 있다.  	- 서로 자기가 가장 약하단 우승 경쟁 구단들, 저마다의 타격 약점 메우기 고민 돌입 - 	삼성의 정규시즌 우승 뒤집기 도전을 위해선 피렐라의 전반기 보여준 타격감 회복이 절실하다(사진=엠스플뉴스)	 상위권 세 팀 사령탑이 가장 많이 받는 질문도 팀 타격 반등이다. 먼저 KT 이강철 감독은 “결국 베테랑 타자들이 해줘야 한다. 마운드도 더 버텨줘야 한다”라며 기존의 틀을 깨지 않겠단 뜻을 밝혔다. 유한준, 장성우, 황재균, 박경수 등 기존 베테랑 우타자들의 타격감이 다시 올라와야 실마리를 찾을 수 있단 뜻이다. 실제로 10월 14일 잠실 두산 베어스전에서도 유한준과 황재균이 오랜만에 좋은 타구를 날리면서 팀 승리에 힘을 보탰다.  LG는 젊고 어린 좌타자들의 패기로 팀 타선 활력소를 얻었다. 대체 외국인 타자 저스틴 보어가 실패작에 가까워졌지만, 이영빈과 문성주 등이 오히려 베테랑 타자들보다 팀 타선 해결사로 나섰다. 최근 LG 벤치에서도 런 앤드 히트 작전을 적극적으로 사용하면서 상대 배터리와 내야진을 흔드는 흐름이다. 팀 타선 파괴력 부족을 느낀 LG는 뛰는 야구로 득점력 향상 효과를 얻었다.  	삼성은 무엇보다 외국인 타자 호세 피렐라의 반등이 절실하다. 전반기 KBO리그를 지배했던 피렐라의 활약상이 후반기 들어 다소 잠잠해졌다. 피렐라는 후반기 타율 0.249 및 7홈런으로 전반기 타율(0.312) 및 홈런(20홈런)과 비교해 타격 흐름이 뚝 떨어졌다. 상대의 약점 파악과 함께 심해지는 발바닥 통증 여파로 피렐라의 부진이 길어지는 흐름이다. 오재일, 이원석, 강민호 등 베테랑 타자들의 타격감이 올라오는 동시에 피렐라가 살아나야 삼성 타선 숨통이 트일 수 있다.  마운드의 강점과 방망이의 약점은 안은 상위권 세 팀의 성향상 포스트시즌에서도 저득점 경기 흐름이 이어질 것으로 전망된다. 특히 이번 포스트시즌은 플레이오프가 3전 2선승제로 축소돼 하위 팀이 마운드 출혈을 최소화하고 한국시리즈에 올라갈 수 있다. 업셋 우승의 가능성이 커진 분위기라 각 팀은 ‘방망이 엄살’ 속에서도 내심 우승컵을 향한 욕심이 더 커질 수밖에 없다. 과연 2021년 서로 우리 팀이 가장 약하단 기묘한 우승 레이스의 결말은 무엇일까.  "
"54","허삼영 감독 “빅리거 러프, 잘하는 모습 보니 가슴이 뭉클하더라” [엠스플 KBO]"," 2021.10.16. ","엠스플뉴스","https://sports.news.naver.com/news.nhn?oid=529&aid=0000060280","| 삼성 역대 최고 외국인 타자에서 이제는 메이저리거가 된 다린 러프. 생애 첫 포스트시즌에서 홈런을 날린 러프의 활약에 허삼영 삼성 감독도 흐뭇한 미소를 감추지 못했다. 	메이저리그에서 첫 가을야구와 홈런을 경험한 다린 러프(사진=게티이미지코리아)	 [엠스플뉴스] 	“메이저리그에서 잘하는 모습을 보니 가슴이 뭉클하던데요.” 삼성 출신 메이저리거의 가을야구 활약에 냉정한 ‘허파고’도 미소를 감추지 못했다. 허삼영 삼성 감독이 생애 첫 메이저리그 포스트시즌 홈런을 기록한 전 삼성 선수 다린 러프를 향해 따뜻한 응원의 메시지를 보냈다. 러프는 10월 15일(한국시간) 미국 캘리포니아주 오라클 파크에서 열린 2021 메이저리그 내셔널리그 디비전시리즈 5차전에 샌프란시스코 2번타자 좌익수로 선발 출전, 6회 동점 솔로홈런을 날렸다.  러프는 팀이 0대 1로 끌려가던 6회말 LA 다저스 선발 훌리오 유리아스를 상대로 가운데 담장을 넘어가는 비거리 137m짜리 대형 홈런을 때려냈다. 비록 팀은 1대 2로 패해 가을야구에서 탈락했지만, 생애 첫 가을야구 출전에 홈런까지 날리면서 러프에게는 잊지 못할 경험이 됐다. 2017년부터 2019년까지 삼성에서 활약한 러프는 프랜차이즈 역사상 최고의 외국인 타자로 불린다. 2017년 초반 부진을 딛고 134경기 31홈런 124타점 타율 0.315의 뛰어난 활약을 펼친 러프는 2018년 137경기 33홈런 125타점 타율 0.330으로 리그 최고 외국인 타자로 군림했다.  2019시즌에도 133경기 22홈런 101타점 타율 0.292로 준수한 성적을 올린 러프는 시즌 뒤 샌프란시스코와 마이너 계약을 맺고 미국 무대로 돌아갔다. 3년 통산 기록은 86홈런 350타점에 0.313의 타율과 0.968의 OPS. 야마이코 나바로, 틸슨 브리또, 훌리오 프랑코를 넘어 삼성 역대 최장수 외국인 타자이자 최고 외국인 타자로 활약한 러프다. 메이저리그 재입성에 성공한 러프는 단축 시즌으로 열린 지난해 40경기에서 5홈런 장타율 0.517을 기록하며 쏠쏠한 활약을 펼쳤다. 좀 더 많은 기회가 주어진 올 시즌엔 117경기에 출전해 16홈런 장타율 0.519에 OPS 0.904를 기록하며 ‘커리어 하이’ 시즌을 보냈다.  좌투수 전문 플래툰 요원으로 자신의 가치를 증명했고, 팀도 리그 최다인 107승으로 NL 서부지구 왕좌에 오르며 최고의 한 해가 됐다. 필라델피아 필리스와 삼성 시절 단 한 번도 가을야구를 경험하지 못했던 러프는 생애 첫 포스트시즌에서 첫 안타를 홈런으로 기록하는 값진 경험을 했다. 러프가 삼성 소속이었던 시절 구단 전력분석팀장과 운영팀장으로 함께 했던 허삼영 감독도 옛 소속 선수의 빅리그 활약에 깊은 인상을 받았다. 소속 선수를 평가할 때 언제나 건조하고 객관적인 표현만 쓰고, 웬만해선 극찬하는 법이 없는 허 감독이지만 러프 얘기가 나오자 표정이 환해졌다. 	15일 대구 키움전을 앞두고 만난 허 감독은 “러프가 우리 팀에 있을 때는 땅볼 타구가 많더니, 미국에 가서는 공을 띄워 보내는 타구가 많이 나오더라”며 웃음을 터뜨렸다. 이어 허 감독은 “러프가 잘하는 걸 보니 가슴이 뭉클하고, 그 선수가 삼성에 있었다는 게 감사하다는 생각이 들었다”며 마음을 표현한 허 감독은 “미국에서 좋은 시즌 보내는 모습을 봐서 좋았다. 러프의 활약을 잘 봤다”고 말했다. 러프와 함께한 3년간 가을야구와는 거리가 멀었던 삼성은 올 시즌 6년 만의 포스트시즌을 눈앞에 두고 있다. 15일 경기까지 70승 8무 56패 승률 0.556으로 1위 KT 위즈에 3경기차 뒤진 3위. 최소 3위 자리를 확보한 가운데 남은 경기 결과에 따라서는 1위도 충분히 노려볼 만한 위치다.  오랜 도전 끝에 마침내 데뷔 첫 가을야구 꿈을 이룬 러프처럼, 삼성도 긴 암흑기에서 벗어나 가을야구와 우승 꿈을 이룰 수 있을까.  	"
"55","[내일의 경기] 2021년 10월 17일"," 2021.10.16. ","조선일보","https://sports.news.naver.com/news.nhn?oid=023&aid=0003646662","프로야구 KIA-두산(잠실·MBC스포츠+) LG-NC(창원·SPOTV2) SSG-롯데(사직·SPOTV·이상 더블헤더 1차전·14시-2차전·17시) 한화-KT(수원·SBS스포츠) 키움-삼성(대구·KBS N·이상 14시)골프 KLPGA 투어 동부건설·한국토지신탁 챔피언십(익산CC·SBS골프·11시)프로축구 K리그1 AFC 챔피언스리그 8강전 포항-나고야(14시) 전북-울산(19시·이상 전주월드컵경기장·SPOTV NOW, SPOTV ON) 강원-광주(강릉종합운·JTBC G&S·14시)프로농구 DB-한국가스공사(원주체·14시) SK-현대모비스(잠실학생체·16시) LG-KCC(창원체·18시·이상 SPOTV G&H)프로배구 현대건설-IBK기업은행(수원체·KBS1·14시30분) 현대캐피탈-OK금융그룹(천안유관순체·KBS N·17시)씨름 위더스제약 2021 민속씨름 영양장사대회(영양국민체육센터·12시)기사제공 조선일보"
"56","[오늘의 경기] 2021년 10월 16일"," 2021.10.16. ","조선일보","https://sports.news.naver.com/news.nhn?oid=023&aid=0003646666","프로야구 키움(김선기)-삼성(백정현·대구·더블헤더 1차전·14시·MBC스포츠+, SPOTV-2차전·17시·KBS N) KIA(임기영)-두산(최승용·잠실·MBC스포츠+) 한화(킹험)-KT(데스파이네·수원·SBS스포츠) LG(임준형)-NC(송명기·창원·SPOTV2) SSG(폰트)-롯데(프랑코·사직·SPOTV·이상 17시)골프 KLPGA 투어 동부건설·한국토지신탁 챔피언십(익산CC·SBS골프·12시)프로농구 KGC인삼공사-현대모비스(안양체·SPOTV2) 오리온-한국가스공사(고양체·SPOTV G&H·이상 14시) 삼성-KT(잠실체·SPOTV G&H·18시)프로배구 대한항공-우리카드(인천계양체·KBS N·14시) GS칼텍스-흥국생명(서울장충체·SBS스포츠·16시)기사제공 조선일보"
"57","NC 이재학 완봉승"," 2021.10.16. ","조선일보","https://sports.news.naver.com/news.nhn?oid=023&aid=0003646658","8년만에 개인통산 2번째 달성										NC의 원조 에이스 이재학(31)이 8년 만에 개인 통산 두 번째 완봉승을 달성했다.NC는 15일 서울 잠실야구장에서 열린 두산과 원정 경기에서 이재학의 완봉 역투에 힘입어 5대0으로 이기고 SSG와 공동 6위가 됐다. 이재학은 6회까지 무안타 행진을 이어가 노히트 노런 달성까지 기대케 했다. 하지만 7회말 선두타자 박건우에게 좌전 안타를 내줘 ‘1피안타 완봉승’에 만족했다. 투구 수는 111개. 2013년 7월 SK전에서 9이닝 2피안타 무실점 역투로 NC 구단 역사상 첫 완봉승을 한 뒤 8년 만이다.이재학은 이날 최고 구속 145㎞ 직구에 주무기인 체인지업으로 스트라이크존 구석구석을 찔렀다. 그는 “데이터 팀에서 체인지업을 타자의 몸쪽 언저리로 던지는 게 효과적일 거라고 알려줘 그렇게 했는데 결과가 좋았다”면서 “앞선 경기에서 볼카운트 때문에 어려움을 겪어서 오늘은 볼카운트부터 신경 쓰자는 각오로 던졌다. 팀이 5위 싸움을 하는데 한 경기를 책임진 것 같아 기쁘다”고 했다. NC 타선은 1회초 1사 만루 기회에서 노진혁의 좌중간 싹쓸이 3타점 2루타로 단숨에 3점을 뽑아 이재학의 어깨를 가볍게 했다.키움은 대구 원정에서 삼성에 2대0 강우콜드게임 승리를 거두고 5위를 지키며 4위 두산을 반 게임 차로 추격했다. 키움 선발 정찬헌은 삼성 타선을 상대로 6회까지 4탈삼진 3피안타 무실점으로 호투했다. 롯데는 부산 홈에서 LG를 4대2로 눌렀다.기사제공 조선일보"
"58","벨린저 결승타… 다저스, 자이언츠 꺾고 NLCS행"," 2021.10.16. ","조선일보","https://sports.news.naver.com/news.nhn?oid=023&aid=0003646656","디비전시리즈 5차전서 2대1 승리… 17일 브레이브스와 NLCS 1차전							MLB(미 프로야구)를 대표하는 라이벌, LA 다저스와 샌프란시스코 자이언츠가 외나무다리에서 만났다. 포스트 시즌을 포함해 올해만 나란히 109승을 올린 두 팀은 15일 샌프란시스코의 오러클 파크에서 NLDS(내셔널리그 디비전 시리즈·5전3선승제) 마지막 5차전을 벌였다.미국에선 이기면 우승을 확정하거나 상위 라운드에 올라가고, 패하면 그대로 짐을 싸는 이런 경기를 ‘위너-테이크-올 게임(winner-take-all game·승자 독식 경기)’이라 부른다. 더구나 이번 시리즈는 두 명문 구단이 사상 처음으로 벌인 가을 야구 승부였다.벨린저의 9회초 적시타 - LA 다저스의 코디 벨린저가 15일 샌프란시스코 자이언츠와 벌인 미 프로야구 내셔널리그 디비전시리즈 최종 5차전 원정 경기에서 1-1로 맞선 9회초 1사 1·2루에서 결승 적시타를 치는 모습. /AFP 연합뉴스										LA 다저스의 코디 벨린저(26)는 그동안 ‘위너-테이크-올 게임’에서 강한 면모를 보였다. 2018시즌 밀워키 브루어스를 상대한 NLCS(내셔널리그 챔피언십시리즈) 7차전(5대1 다저스 승)에서 2회 결승 투런 홈런, 2020시즌 애틀랜타 브레이브스와 맞붙은 NLCS 7차전(4대3 다저스 승)에서 7회 결승 솔로 홈런을 각각 터뜨리며 팀을 월드 시리즈에 올려놓았다.하지만 팬들은 올해의 벨린저에겐 큰 기대를 하지 않았다. 그는 이번 시즌 타율 0.165, 10홈런 36타점에 그쳤다. 2년 전인 2019시즌 타율 0.305, 47홈런 115타점으로 내셔널리그 MVP에 올랐던 수퍼스타의 믿기지 않는 몰락이었다.그래도 가을의 벨린저는 달랐다. 다저스가 6회초 코리 시거의 적시타로 앞서가자 자이언츠가 6회말 삼성 라이온즈 출신 대린 러프의 솔로 홈런으로 반격하며 승부는 동점으로 9회까지 흘러왔다. 벨린저는 1대1로 맞선 9회초 1사 1·2루 찬스에서 타석에 들어섰다.지난 2차전에서 2타점, 4차전에서 2안타로 살아난 모습을 보인 벨린저는 이번엔 깨끗한 중전 안타로 2루 주자 저스틴 터너를 홈으로 불러들였다. 그는 역대 ‘위너-테이크-올 게임’에서 동점이나 지고 있을 때 팀에 리드를 안기는 안타를 세 차례 치며 이 부문에서 매니 라미레스와 역대 최다 타이를 이뤘다.다저스는 3차전 선발로 나와 7이닝 1실점으로 호투한 맥스 셔저가 사흘 만에 9회말 마무리로 올라와 무실점으로 2대1 승리를 지켜냈다. MLB에서 14년간 활약하며 포스트 시즌을 포함해 197승을 올린 셔저의 통산 첫 세이브였다.자이언츠의 윌머 플로레스는 2사 1루 투스트라이크에서 셔저의 슬라이더에 배트를 내다가 다시 되돌렸는데 1루심 게이브 모랄레스가 그대로 헛스윙을 선언해 경기가 끝났다. 중계 화면상 배트가 돌지 않고 멈춘 것으로 보여 논란이 불거졌다. 팬들은 물론 이 경기를 지켜본 다른 팀 선수들도 앞다퉈 트위터에 명승부를 망친 심판의 오심을 비난했다.자이언츠를 누르고 2년 연속 NLCS에 진출한 다저스는 17일 애틀랜타 브레이브스와 1차전을 벌인다.기사제공 조선일보"
"59","[오늘의 경기]프로야구"," 2021.10.16. ","동아일보","https://sports.news.naver.com/news.nhn?oid=020&aid=0003387589","▽프로야구 △대구: 키움 김선기-삼성 백정현(14시·연속경기) △잠실: KIA 임기영-두산 최승용 △사직: SSG 폰트-롯데 프랑코 △수원: 한화 킹험-KT 데스파이네 △창원: LG 임준형-NC 송명기(이상 17시)"
"60","이재학 8년 만에 완봉승… NC, 공동 6위로 가을야구 ‘노크’"," 2021.10.16. ","동아일보","https://sports.news.naver.com/news.nhn?oid=020&aid=0003387598","2013년 첫 완봉 후 2번째 달성… 이동욱 감독 “완급조절 좋았다”친정팀 두산 상대로 5-0 승리… 키움 정찬헌, 행운의 6이닝 완봉NC 선발 투수 이재학(왼쪽에서 두 번째)이 15일 서울 잠실구장에서 열린 두산과의 KBO리그 방문경기에서 개인 통산 두 번째 완봉승을 거둔 뒤 포수 김태군과 인사를 나누고 있다. 이재학이 2013년 7월 31일 첫 번째 완봉승을 거둘 때도 김태군이 공을 받았다. 뉴시스프로야구 NC 사이드암 투수 이재학(31)이 ‘스트롱베리’ 모드를 선보이며 팀의 ‘가을 야구’ 진출 불씨를 지켜냈다. NC는 15일 서울 잠실구장에서 열린 KBO리그 경기에서 안방 팀 두산을 5-0으로 물리쳤다. 친정팀 두산을 상대로 선발 투수로 나선 이재학은 9이닝 동안 안타 1개와 사사구 3개(볼넷 1개, 몸에 맞는 공 2개)만 내주면서 완봉승을 거뒀다. 이재학이 프로 데뷔 이후 완봉승을 거둔 건 이번이 두 번째로 2013년 8월 31일 SK(현 SSG)와의 문학 방문경기 이후 2998일 만이다. 2013년은 이재학이 프로 데뷔 이후 처음으로 10승(5패)을 기록한 시즌이기도 했다. 대구고를 졸업하고 2010년 신인 드래프트에서 전체 10순위로 두산의 지명을 받은 이재학은 빨간 볼과 여드름 때문에 ‘딸기’라는 별명을 얻었다. 입단 이후 2년 동안 주로 퓨처스리그(2군)에 머물던 그는 2차 드래프트를 통해 NC로 옮긴 뒤 ‘토종 에이스’로 거듭났다. 그러면서 별명도 강한(strong) 딸기(strawberry)라는 뜻인 ‘스트롱베리’로 업그레이드됐다. 이동욱 NC 감독은 “이재학이 2013년 첫 완봉승을 거둘 때처럼 직구 제구력과 완급 조절 능력을 바탕으로 빼어난 투구를 선보였다”고 평했다. NC는 이날 승리로 5할 승률(61승 7무 61패)에 복귀하면서 SSG(60승 12무 60패)와 함께 공동 6위로 순위를 끌어올렸다. 가을 야구 마지노선인 5위 자리를 지키고 있는 키움도 이날 대구에서 안방팀 삼성을 상대로 2-0, 6회말 강우 콜드게임 승을 거뒀다. 6이닝 3피안타 무실점을 기록한 키움 선발 정찬헌(31)도 행운의 완봉승을 올렸다. 키움 이정후는 이날 1회초에 좌중간 2루타를 때려내면서 5년 연속 150안타 고지를 밟았다. 이날 23세 1개월 25일인 이정후는 NC 나성범(32)이 2018년 기록한 이 부문 최연소 기록(29세 11개월 8일)을 6년 가까이 앞당겼다. 롯데는 사직 안방경기에서 LG를 4-2로 물리치고 3연패에서 벗어나며 가을 야구 불씨를 되살렸다. 선두 KT는 수원에서 9위 KIA와 7-7로 비겼다.▽ 15일 전적N C    5-0 두산L G    2-4 롯데키움    2-0 삼성 ＜6회 강우 콜드＞K I A    7-7 K T 기사제공 동아일보"
"61","이러니 한국에서 86홈런 쳤지…前 삼성맨, PS 최장 홈런 해냈다 ‘137m’"," 2021.10.16. ","OSEN","https://sports.news.naver.com/news.nhn?oid=109&aid=0004492315","[사진] 21.10.15 ⓒGettyimages(무단전재 및 재배포 금지)[OSEN=이후광 기자] 삼성 라이온즈 출신 다린 러프(샌프란시스코 자이언츠)가 메이저리그 포스트시즌 최장 비거리 홈런의 주인공이 됐다.러프는 15일(이하 한국시간) 미국 캘리포니아주 샌프란시스코 오라클파크에서 열린 2021 메이저리그 포스트시즌 LA 다저스와의 내셔널리그 디비전시리즈 최종 5차전에 2번 좌익수로 선발 출전해 4타수 1안타(1홈런) 1타점을 기록했다.러프는 0-1로 뒤진 6회 선두로 등장해 다저스의 20승 투수 훌리오 유리아스를 만났다. 1B-2S의 불리한 카운트에 몰렸지만 침착하게 볼 2개를 연달아 골라냈고, 6구째 가운데로 몰린 포심패스트볼(152Km)을 제대로 받아쳐 가운데 담장을 넘겼다. 생애 첫 가을야구 홈런을 5차전 극적인 동점 솔로포로 장식한 순간이었다.메이저리그 공식 홈페이지 MLB.com은 “러프의 포스트시즌 첫 홈런은 중요성과 비거리와 관련해 상당히 큰 한 방이었다”며 “그는 오늘 밤 다저스 좌완투수로부터 가운데로 몰린 직구를 맞이했고, 실수 없이 이를 해결했다”고 평가했다.스탯캐스트에 따르면 러프의 동점포 비거리는 452피트(약 137m)로, 종전 439피트(133m)를 넘어 메이저리그 포스트시즌 역대 홈런 최장 비거리 기록을 경신했다. 아울러, 배리 본즈, 버스터 포지, 브랜든 벨트, 브랜든 크로포드, 코너 길라스피 등에 이어 승자 독식 경기서 홈런을 친 자이언츠 선수로 이름을 올렸다.미국 ‘디 애슬레틱’의 제이슨 스타크는 경기 후 “러프는 4년 전 한국으로 향해 자신의 커리어를 다시 부활시켰다. 첫 포스트시즌 홈런이 '위너 테이크 올' 경기의 동점 홈런이라니 정말 흥미진진한 스토리가 아닐 수 없다”고 적었다.러프는 2017년부터 삼성에서 3년 동안 86홈런을 때려낸 KBO리그 대표 외국인타자였다. 이에 힘입어 지난해 샌프란시스코에서 4년만에 빅리그 무대에 복귀했고, 2년차인 올 시즌 117경기 타율 2할7푼1리 16홈런 43타점으로 활약하며 가을 무대를 밟았다. 비록 샌프란시스코는 5차전에서 1-2로 패해 챔피언십시리즈 진출이 좌절됐지만 러프는 최장거리 홈런으로 가을야구 역사의 한 획을 장식했다. /backlight@osen.co.kr기사제공 OSEN"
"62","‘이인복 호투’ 롯데, 가을야구 희망 이어갈까"," 2021.10.16. ","데일리안","https://sports.news.naver.com/news.nhn?oid=119&aid=0002538672","홈에서 LG 꺾고 3연패 탈출공동 6위 SSG와 운명의 주말 3연전15일 부산 사직구장에서 열린 2021 KBO 프로야구 LG 트윈스와 롯데 자이언츠 경기에서 4-2로 승리한 롯데 선수들이 기쁨을 나누고 있다. ⓒ 연합뉴스[데일리안 = 김평호 기자] 과연 롯데 자이언츠는 4년 만에 가을야구 무대를 밟을 수 있을까.롯데는 15일 부산 사직구장에서 열린 LG 트윈스와 홈경기서 4-2로 승리를 거두고 가을야구를 향한 실낱같은 희망을 이어나갔다.승리를 거둔 8위 롯데는 최근 3연패에서 탈출하며 분위기 반전에 성공했다. 같은 날 삼성에 승리한 5위 키움 히어로즈와 승차를 3.5게임으로 유지하며 포스트시즌 진출 희망을 밝혔다.선발 이인복이 5이닝 동안 7피안타 2실점(1자책)으로 호투를 펼치며 팀의 연패 탈출에 일등공신이 됐다. 특히 롯데는 이인복이 선발 등판한 6경기에서 전승을 거두며 상승세를 이어갔다.이인복이 내려간 뒤에는 김도규-구승민-최준용-김원중이 적절한 이어 던지기로 4이닝을 무실점으로 틀어막았다.2위 LG와 홈 3연전을 1승 1무 1패로 마친 롯데는 6위 SSG와 운명의 주말 홈 3연전을 치른다. 현재 공동 6위 SSG에 2.5게임차로 뒤져 있는 롯데는 주말 3연전이 포스트시즌 진출의 당락을 가를 만한 중요한 일전이다.롯데 선발투수 이인복이 역투하고 있다. ⓒ 연합뉴스3연전을 쓸어 담는다면 SSG를 밀어내고 5위 경쟁에 본격적으로 뛰어들 수 있다. 반대로 루징시리즈를 당한다면 가을야구는 올 시즌도 못할 가능성이 크다. 최소 SSG를 상대로 위닝시리즈를 거둬야 하는 롯데의 상황이다.SSG와 주말 3연전이 중요한 이유는 다음 주 금요일까지 경기가 없기 때문이다. 이 기간 선수들이 충분히 휴식을 취할 수 있기 때문에 잔여 경기서 전력을 다할 수 있다.SSG를 상대로 위닝시리즈를 기록한다면 다음 주말 열리는 최하위 한화와 3연전까지 흐름을 이어나갈 수 있다. 투수력을 아껴뒀다가 한화와 주말 3연전에서는 1~3선발 투수들을 연이어 투입할 수 있다.올 시즌은 유독 5위 싸움이 치열하게 전개되고 있다. 단독 4위 두산과 공동 6위 NC·SSG의 승차는 단 1.5게임차다. 4팀이 물고 물리는 가운데 롯데가 5강 싸움 대열에 가세할 수 있을지 관심이 모아진다."
